store_ID,day_of_week,nb_customers_on_day,open,promotion,state_holiday,school_holiday,year,month,day,sales
795,7,0,0,0,0,0,2015,1,18,0.0
1048,7,0,0,0,0,0,2015,1,25,0.0
961,7,0,0,0,0,0,2013,6,30,0.0
439,6,787,1,0,0,0,2013,1,26,5772.5405
723,4,0,0,0,1,0,2014,5,29,0.0
214,4,555,1,0,0,0,2015,3,12,5569.2046
73,6,258,1,0,0,0,2015,5,30,2327.5828
1081,7,875,1,0,0,0,2015,7,26,6834.102
569,1,700,1,0,0,0,2013,1,14,4934.6274
469,2,1126,1,0,0,0,2015,7,7,8556.511
40,3,713,1,1,0,0,2014,3,5,7246.4336
670,1,697,1,0,0,0,2013,7,8,5758.418
103,1,449,1,0,0,0,2014,9,8,4317.7505
955,4,0,0,0,1,0,2013,5,9,0.0
52,3,431,1,0,0,1,2013,4,3,4922.84
486,3,539,1,1,0,0,2015,2,18,5824.395
787,5,1250,1,1,0,0,2014,1,24,10960.18
442,4,610,1,0,0,0,2013,10,31,5749.776
31,3,523,1,0,0,0,2013,2,27,4655.3096
822,5,583,1,0,0,1,2013,1,4,5571.0986
292,7,0,0,0,0,0,2015,2,8,0.0
617,5,674,1,1,0,0,2014,1,24,6595.574
623,2,855,1,1,0,0,2013,6,18,7853.0645
625,4,0,0,1,1,0,2015,6,4,0.0
1022,4,923,1,1,0,0,2014,3,6,8230.295
945,4,548,1,1,0,0,2015,1,15,5488.015
422,1,600,1,1,0,0,2014,11,24,6193.3223
1066,6,1044,1,0,0,0,2013,5,11,7935.4556
691,3,447,1,0,0,0,2015,3,11,4494.5703
480,7,0,0,0,0,0,2014,4,20,0.0
753,2,660,1,0,0,0,2014,2,11,5907.0864
219,6,323,1,0,0,0,2014,12,6,2789.3794
902,3,617,1,1,0,0,2015,1,28,6380.747
382,4,0,0,0,1,1,2015,1,1,0.0
1110,2,449,1,0,0,0,2013,2,26,4313.745
400,5,1150,1,0,0,0,2013,6,28,9261.814
1108,3,524,1,0,0,0,2013,7,10,4608.3877
448,6,483,1,0,0,0,2015,2,21,4740.7266
115,4,560,1,1,0,0,2015,5,7,6082.835
823,4,637,1,1,0,0,2013,8,29,6544.827
956,3,0,0,1,1,0,2013,5,1,0.0
114,1,583,1,0,0,0,2014,9,22,5020.145
755,1,692,1,0,0,0,2013,2,25,6154.998
858,4,390,1,0,0,0,2014,4,10,3787.1619
985,1,962,1,1,0,0,2015,6,15,8956.851
440,3,587,1,1,0,0,2013,1,9,5911.076
226,5,592,1,0,0,1,2014,4,25,5915.6987
553,2,584,1,0,0,1,2014,4,22,4739.585
1077,2,570,1,1,0,0,2014,4,29,6327.297
1090,3,1056,1,1,0,0,2014,9,3,9905.58
755,7,0,0,0,0,0,2014,10,12,0.0
1044,3,605,1,0,0,0,2015,6,24,5156.7905
751,1,579,1,1,0,1,2014,8,18,6413.5864
429,1,406,1,0,0,0,2015,6,8,4347.116
320,7,0,0,0,0,0,2013,12,8,0.0
285,1,478,1,0,0,0,2015,4,20,4693.144
25,5,1622,1,0,0,0,2015,5,15,11393.108
15,1,792,1,1,0,0,2013,2,18,7468.473
81,4,458,1,0,0,1,2013,1,3,4632.436
367,6,468,1,0,0,0,2014,8,9,4604.901
994,7,0,0,0,0,0,2015,7,5,0.0
801,5,0,0,1,2,1,2014,4,18,0.0
1068,2,282,1,1,0,0,2013,11,5,3900.663
1014,5,1431,1,0,0,0,2013,9,20,10333.368
1105,5,482,1,1,0,0,2013,7,5,5338.6987
1019,4,741,1,1,0,0,2015,5,7,7410.523
733,4,3214,1,0,0,0,2015,5,28,16108.028
1011,1,775,1,0,0,0,2013,9,16,5994.823
572,5,521,1,0,0,0,2014,6,13,5677.662
243,1,839,1,0,0,0,2014,5,12,6663.1084
1039,6,979,1,0,0,0,2014,12,27,7529.2725
963,2,1074,1,0,0,0,2015,6,23,8186.4087
659,1,880,1,1,0,0,2014,3,31,9543.234
535,7,0,0,0,0,0,2014,6,8,0.0
808,6,341,1,0,0,0,2014,7,26,3076.7576
635,3,555,1,0,0,0,2015,4,8,5241.7856
491,5,560,1,1,0,0,2013,5,17,5845.2354
881,1,950,1,1,0,0,2013,10,7,8517.0205
1106,2,592,1,0,0,0,2013,10,1,5094.1597
1115,3,391,1,0,0,0,2015,6,24,4307.0815
300,6,757,1,0,0,0,2013,1,19,5679.8374
1038,1,451,1,0,0,0,2015,1,19,4279.7046
237,4,592,1,1,0,1,2014,7,31,6487.519
176,4,671,1,1,0,0,2013,4,25,6440.0005
1064,2,800,1,0,0,0,2013,3,12,6204.8193
242,6,292,1,0,0,0,2014,6,28,2759.8716
742,2,1010,1,1,0,0,2015,6,2,10063.679
532,1,1341,1,1,0,1,2014,7,14,11813.748
321,5,604,1,0,0,0,2015,7,10,6019.9067
1066,7,0,0,0,0,0,2013,6,16,0.0
308,5,911,1,1,0,0,2014,9,5,8805.017
55,7,0,0,0,0,0,2013,11,10,0.0
743,6,270,1,0,0,0,2015,7,11,2653.1719
782,2,497,1,0,0,0,2014,10,14,4282.2764
100,6,786,1,0,0,0,2014,1,11,6083.01
262,3,3077,1,0,0,0,2013,12,11,16962.219
954,6,922,1,0,0,0,2014,8,2,6761.7646
150,6,876,1,0,0,0,2014,11,1,7166.65
862,5,1394,1,1,0,0,2013,5,31,12383.896
411,7,0,0,0,0,0,2014,7,13,0.0
910,3,720,1,1,0,1,2013,3,27,7265.285
102,4,0,0,1,0,1,2014,7,17,0.0
796,3,564,1,0,0,0,2013,5,22,4858.96
627,2,622,1,1,0,0,2014,11,11,6401.657
314,1,802,1,1,0,1,2013,7,29,8116.8887
174,5,534,1,0,0,0,2013,10,4,5181.0474
104,2,1280,1,1,0,1,2013,7,30,11156.363
189,7,0,0,0,0,0,2013,3,17,0.0
717,5,658,1,1,0,0,2015,2,20,6929.5
299,3,503,1,1,0,0,2015,2,18,5416.346
864,6,401,1,0,0,0,2015,1,31,3715.0273
140,7,0,0,0,0,0,2014,11,9,0.0
171,7,0,0,0,0,0,2015,5,10,0.0
552,2,608,1,0,0,0,2015,7,21,5271.823
802,4,0,0,0,1,0,2015,5,14,0.0
1089,4,919,1,1,0,0,2015,1,15,8691.124
686,6,314,1,0,0,0,2014,9,27,2855.3628
84,5,1279,1,0,0,0,2014,1,17,9829.827
432,4,1491,1,0,0,0,2013,10,17,9812.654
92,4,494,1,0,0,1,2015,7,9,4939.9224
95,3,934,1,1,0,0,2013,11,6,8312.811
981,1,700,1,0,0,0,2014,5,12,5944.514
1061,2,429,1,0,0,0,2013,11,12,4147.6665
929,5,679,1,0,0,0,2013,12,13,6668.4707
389,3,793,1,0,0,1,2013,6,26,6548.01
218,2,896,1,1,0,0,2014,6,3,8229.75
1099,4,1150,1,1,0,0,2013,5,30,9957.031
972,6,158,1,0,0,0,2013,4,6,1216.2135
805,6,634,1,0,0,0,2013,3,2,6636.8403
645,2,1349,1,0,0,0,2013,10,1,9663.189
141,2,694,1,1,0,0,2014,9,16,6873.1943
270,5,1302,1,1,0,0,2015,5,8,10688.45
599,5,852,1,1,0,1,2014,8,8,7964.0923
674,7,0,0,0,0,0,2014,7,13,0.0
952,7,0,0,0,0,0,2013,11,24,0.0
924,1,386,1,0,0,1,2013,10,28,3639.7617
108,7,0,0,0,0,0,2015,6,14,0.0
984,1,569,1,0,0,0,2014,1,27,4761.386
803,3,441,1,0,0,0,2013,2,27,4380.4854
457,2,458,1,0,0,1,2015,4,7,4585.3496
92,6,533,1,0,0,0,2014,3,22,4967.2925
475,2,1005,1,1,0,0,2014,11,4,8795.152
164,1,865,1,1,0,0,2013,2,4,7814.219
1034,6,319,1,0,0,0,2013,11,30,2898.5437
821,5,837,1,1,0,0,2015,6,19,8255.201
728,5,0,0,0,3,1,2014,12,26,0.0
258,7,0,0,0,0,0,2014,1,26,0.0
108,2,616,1,1,0,1,2013,3,26,6324.03
420,1,0,0,0,2,1,2013,4,1,0.0
874,5,451,1,0,0,0,2013,8,23,4197.371
308,7,0,0,0,0,0,2013,8,18,0.0
339,2,850,1,0,0,1,2014,12,30,7753.8066
363,2,1081,1,1,0,0,2013,6,4,9252.245
19,6,353,1,0,0,0,2014,10,18,2919.5984
625,3,462,1,0,0,0,2014,9,24,4203.1826
638,5,656,1,1,0,1,2013,8,16,7001.978
305,2,367,1,0,0,0,2013,6,25,3657.9482
450,7,0,0,0,0,0,2014,2,2,0.0
306,7,0,0,0,0,0,2013,4,14,0.0
1084,4,702,1,0,0,0,2014,11,20,6382.564
1026,4,949,1,0,0,1,2014,10,16,7274.073
1100,3,848,1,1,0,1,2013,3,27,7400.5347
151,1,589,1,0,0,0,2014,4,7,5413.024
359,1,555,1,0,0,1,2014,8,25,4949.4976
211,2,1437,1,0,0,0,2014,3,11,10672.06
114,2,649,1,1,0,1,2015,7,28,7075.1865
1101,5,816,1,0,0,1,2013,7,26,7287.874
865,7,0,0,0,0,0,2013,8,18,0.0
637,2,657,1,0,0,0,2014,2,25,6014.6367
31,1,674,1,1,0,1,2013,7,15,7183.1304
57,4,1020,1,0,0,1,2013,4,4,9353.754
984,3,700,1,1,0,0,2014,9,17,6539.23
310,5,767,1,0,0,0,2014,2,28,7413.8354
735,6,509,1,0,0,0,2015,5,30,5187.541
458,7,0,0,0,0,1,2014,8,24,0.0
462,6,270,1,0,0,0,2013,11,2,2456.592
642,7,0,0,0,0,0,2014,8,10,0.0
681,5,521,1,0,0,0,2015,5,29,5439.523
296,7,0,0,0,0,0,2013,9,29,0.0
1109,4,411,1,0,0,1,2013,5,23,3883.8896
323,6,632,1,0,0,0,2013,6,22,5650.92
23,4,384,1,0,0,0,2014,3,27,4071.5186
918,3,497,1,0,0,1,2014,2,26,4455.215
718,5,828,1,0,0,1,2013,1,4,7357.688
339,1,586,1,0,0,0,2015,1,19,5146.296
439,3,906,1,1,0,0,2015,1,14,8079.7246
155,7,0,0,0,0,0,2013,10,13,0.0
526,6,1089,1,0,0,0,2014,2,8,7423.4507
1028,7,0,0,0,0,0,2015,6,21,0.0
131,1,592,1,0,0,0,2013,1,14,5107.628
68,2,1124,1,1,0,1,2014,8,19,9393.476
860,2,791,1,1,0,0,2015,2,17,7448.5474
916,1,877,1,1,0,1,2013,8,12,8136.173
916,6,575,1,0,0,0,2013,8,17,4941.9985
87,7,0,0,0,0,0,2014,5,25,0.0
759,2,746,1,0,0,1,2013,5,21,5924.8755
382,6,529,1,0,0,0,2013,9,14,5000.0737
434,3,639,1,1,0,0,2013,5,15,6340.2515
453,1,1436,1,1,0,1,2014,7,14,11774.824
451,2,417,1,0,0,0,2014,9,9,4234.022
113,3,523,1,0,0,0,2015,2,25,4819.6465
1097,2,2277,1,0,0,0,2013,1,15,8471.901
141,6,530,1,0,0,0,2014,3,1,5266.8994
393,2,596,1,1,0,0,2015,2,17,6356.7217
1110,7,0,0,0,0,0,2015,4,5,0.0
311,5,823,1,1,0,0,2013,5,17,7819.6245
1071,6,623,1,0,0,0,2013,3,2,5498.933
914,3,1007,1,0,0,0,2014,7,9,7472.7764
601,4,387,1,1,0,1,2014,8,7,4664.48
15,2,668,1,1,0,0,2013,1,22,6212.5464
38,5,544,1,1,0,0,2013,2,22,5542.7163
1061,7,0,0,0,0,0,2015,3,29,0.0
590,5,388,1,0,0,0,2015,3,13,3810.878
1047,4,0,0,0,3,1,2013,12,26,0.0
201,1,409,1,0,0,1,2013,9,2,4068.3938
361,4,678,1,1,0,0,2013,10,10,6890.32
602,7,0,0,0,0,1,2015,1,4,0.0
552,1,1194,1,1,0,0,2014,12,15,11759.89
337,1,438,1,1,0,0,2014,2,3,5314.724
300,7,0,0,0,0,0,2014,1,19,0.0
293,2,991,1,1,0,0,2014,5,6,8667.863
175,2,706,1,1,0,0,2013,1,8,6928.9116
800,1,578,1,1,0,1,2015,3,30,7439.3774
833,4,496,1,1,0,0,2014,11,6,5397.2446
413,1,1070,1,1,0,1,2013,9,9,9663.503
1068,1,244,1,0,0,0,2013,11,11,3278.3645
364,3,595,1,0,0,1,2015,4,8,5289.062
622,6,265,1,0,0,0,2013,9,28,2387.7961
1099,5,861,1,1,0,0,2013,11,22,7197.306
483,4,806,1,1,0,0,2014,10,9,7519.014
864,3,713,1,1,0,0,2013,4,10,6605.153
612,7,0,0,0,0,0,2015,7,19,0.0
259,2,1410,1,0,0,1,2013,12,31,11027.113
794,2,488,1,1,0,0,2013,6,18,4933.9062
101,1,800,1,1,0,1,2013,7,15,8030.711
480,5,597,1,1,0,0,2014,9,19,5967.528
112,4,693,1,1,0,1,2015,7,30,7719.408
442,6,499,1,0,0,0,2015,5,16,4615.4023
1023,6,996,1,0,0,0,2014,12,20,8633.657
182,4,376,1,1,0,0,2014,3,20,4235.4307
566,6,357,1,0,0,0,2013,8,24,2827.1316
310,5,795,1,0,0,0,2013,2,1,7567.914
924,3,414,1,0,0,0,2014,12,10,4156.4106
1049,6,528,1,0,0,0,2013,10,5,4749.659
1111,1,603,1,1,0,0,2015,4,27,6832.022
55,4,377,1,0,0,0,2013,9,19,3928.8662
152,6,396,1,0,0,0,2014,11,8,3615.9902
1042,1,474,1,0,0,0,2013,4,15,4095.1711
654,6,276,1,0,0,0,2013,7,27,2434.8787
423,7,2626,1,0,0,0,2015,5,17,16154.312
398,5,661,1,1,0,0,2013,9,27,6519.7407
497,5,1388,1,0,0,0,2015,5,15,10035.504
86,5,625,1,0,0,1,2014,1,3,5819.918
204,4,491,1,0,0,1,2013,8,8,4768.627
665,2,1495,1,1,0,0,2013,6,18,11309.717
1008,2,598,1,0,0,0,2015,2,24,4777.0464
336,5,2310,1,0,0,0,2014,5,30,16120.179
955,5,527,1,0,0,0,2015,5,29,5535.6636
1001,4,593,1,0,0,0,2013,12,12,5658.8066
1049,1,757,1,1,0,0,2015,5,4,7958.948
757,1,673,1,1,0,1,2014,6,16,7704.1255
364,6,282,1,0,0,0,2013,4,13,2361.2422
937,6,762,1,0,0,0,2015,3,28,6237.2275
955,5,501,1,0,0,0,2015,1,23,4721.6787
1044,7,0,0,0,0,0,2014,9,21,0.0
184,3,602,1,1,0,0,2013,4,24,6061.504
299,3,405,1,0,0,0,2014,1,15,3822.1309
896,4,1017,1,1,0,0,2014,3,20,8539.505
360,1,850,1,1,0,1,2015,7,27,8867.983
185,3,448,1,0,0,1,2014,8,13,4324.9766
994,4,356,1,0,0,1,2013,1,3,3470.0803
461,7,0,0,0,0,0,2014,3,16,0.0
321,3,558,1,0,0,1,2013,10,30,5139.088
590,5,461,1,1,0,0,2014,4,4,5166.441
553,3,518,1,1,0,0,2013,3,20,5216.8477
254,4,207,1,0,0,1,2015,3,26,2244.493
722,5,1369,1,1,0,0,2013,4,26,11146.422
628,6,485,1,0,0,1,2013,7,13,4504.64
605,3,463,1,1,0,0,2013,1,23,5134.752
1001,4,619,1,0,0,0,2013,5,23,5508.6045
996,4,807,1,1,0,0,2013,7,4,8221.267
684,2,428,1,0,0,0,2013,6,25,4103.3726
1033,2,1548,1,1,0,0,2014,12,2,14664.295
832,6,606,1,0,0,0,2015,6,13,5195.4414
151,5,644,1,0,0,0,2015,6,26,6550.26
601,5,416,1,0,0,0,2015,5,29,4539.2324
898,4,859,1,1,0,0,2014,7,17,7808.555
834,7,0,0,0,0,0,2013,9,29,0.0
390,6,995,1,0,0,0,2014,7,5,7485.006
652,1,662,1,0,0,0,2014,12,8,6066.519
224,4,0,0,0,1,0,2013,5,9,0.0
298,3,740,1,1,0,0,2015,1,7,7206.036
1042,6,386,1,0,0,0,2014,5,24,2949.3433
67,6,603,1,0,0,0,2014,6,7,5630.472
686,5,805,1,1,0,0,2013,3,22,7715.0244
790,5,862,1,0,0,1,2013,12,27,8078.468
453,3,1139,1,1,0,0,2013,6,5,9552.243
307,3,307,1,1,0,0,2013,7,3,3433.6802
109,3,775,1,1,0,0,2015,3,18,7662.216
156,2,909,1,1,0,0,2013,9,10,8724.84
499,3,710,1,1,0,0,2013,10,9,6884.35
391,7,0,0,0,0,0,2015,7,12,0.0
705,2,1108,1,1,0,1,2015,3,31,11565.412
388,6,1011,1,0,0,0,2014,10,4,7710.8955
1095,7,0,0,0,0,0,2015,7,5,0.0
782,2,552,1,1,0,0,2013,7,2,5857.309
625,5,571,1,0,0,0,2013,9,20,5305.7114
1054,4,631,1,1,0,0,2013,4,25,6041.802
668,7,0,0,0,0,0,2013,9,22,0.0
767,2,669,1,1,0,0,2014,11,11,6664.985
589,2,0,0,0,0,0,2013,4,16,0.0
524,3,904,1,1,0,0,2014,10,8,8712.057
1110,3,538,1,1,0,1,2014,10,22,5599.4966
337,5,342,1,0,0,0,2013,9,20,3212.3713
124,3,479,1,0,0,0,2014,5,14,4531.0947
816,2,772,1,1,0,0,2013,9,10,7544.1763
95,2,1124,1,1,0,0,2014,6,3,9910.799
373,1,334,1,1,0,1,2013,7,29,4405.775
680,7,0,0,0,0,0,2015,2,8,0.0
14,5,595,1,0,0,1,2015,7,10,5664.576
1032,1,1306,1,1,0,0,2015,3,30,13721.7
297,1,665,1,0,0,1,2013,8,5,5590.8877
392,4,635,1,0,0,0,2013,10,17,5789.0596
89,7,0,0,0,0,0,2015,2,1,0.0
760,7,0,0,0,0,0,2013,11,17,0.0
45,1,375,1,0,0,0,2014,6,23,3807.6008
156,7,0,0,0,0,0,2013,5,12,0.0
672,5,1481,1,1,0,0,2013,10,11,11073.351
857,3,712,1,0,0,0,2013,3,13,5635.393
752,2,523,1,1,0,0,2013,11,5,5882.6055
326,5,453,1,1,0,1,2014,9,5,4977.799
1025,5,805,1,0,0,0,2013,1,18,6639.2324
439,3,940,1,1,0,0,2014,11,26,8362.974
430,5,641,1,0,0,0,2014,2,28,6257.1304
1026,7,0,0,0,0,0,2014,9,7,0.0
1066,5,1235,1,0,0,0,2014,1,31,10369.042
564,3,408,1,0,0,0,2015,4,22,4055.7043
277,2,469,1,0,0,0,2013,11,12,4508.17
947,1,995,1,1,0,0,2013,3,18,7939.4497
176,5,538,1,0,0,1,2013,4,5,5109.8896
80,6,658,1,0,0,0,2014,1,11,6334.0205
364,7,0,0,0,0,0,2014,9,21,0.0
469,1,1754,1,1,0,0,2014,11,3,14474.454
285,7,0,0,0,0,0,2013,4,21,0.0
173,3,1025,1,1,0,0,2015,6,17,9295.871
364,7,0,0,0,0,0,2015,4,5,0.0
178,3,929,1,1,0,0,2015,5,6,8596.162
620,1,853,1,1,0,0,2015,5,4,8873.656
369,4,550,1,1,0,0,2015,5,21,6274.7324
595,3,1885,1,1,0,0,2015,4,29,15239.266
626,5,862,1,1,0,1,2015,2,20,8284.377
175,6,765,1,0,0,0,2015,7,11,5999.8125
886,1,674,1,0,0,0,2014,2,10,5662.9556
397,2,615,1,0,0,0,2013,4,16,5240.9697
257,1,791,1,0,0,0,2013,1,28,6277.6313
550,2,421,1,1,0,0,2013,5,28,4898.9243
166,5,875,1,1,0,0,2013,5,3,7604.1
1010,7,0,0,0,0,0,2013,3,17,0.0
974,3,1738,1,1,0,0,2014,4,2,13787.746
494,6,796,1,0,0,0,2013,5,4,6057.535
990,5,750,1,1,0,0,2013,5,31,7732.5767
337,1,432,1,1,0,0,2015,3,16,5356.7856
314,2,724,1,1,0,1,2014,1,7,7411.9473
1069,7,0,0,0,0,0,2014,10,19,0.0
997,5,355,1,1,0,0,2014,7,4,4001.7354
85,3,866,1,1,0,0,2014,2,19,7658.6
518,2,514,1,1,0,0,2015,5,19,5928.9136
275,2,757,1,1,0,1,2014,6,17,7574.3286
436,1,841,1,1,0,0,2013,6,17,7895.0186
12,2,1013,1,1,0,0,2015,6,2,9323.405
40,2,715,1,1,0,0,2013,9,24,6779.937
1099,3,817,1,0,0,0,2013,1,16,5636.59
1019,1,661,1,0,0,0,2015,3,9,5773.062
262,7,4652,1,0,0,0,2014,3,9,23815.27
846,2,902,1,0,0,1,2015,4,7,7401.5854
301,2,555,1,0,0,0,2014,3,11,4779.8984
1111,3,436,1,1,0,0,2014,11,12,5450.1846
547,2,312,1,0,0,0,2013,1,15,3454.1753
33,2,815,1,0,0,0,2013,12,10,7492.104
549,1,647,1,1,0,0,2013,1,21,6418.3867
921,2,1233,1,0,0,0,2013,11,12,8946.145
834,7,0,0,0,0,0,2013,3,10,0.0
141,3,651,1,1,0,0,2014,6,4,6764.376
295,6,641,1,0,0,0,2013,8,24,5278.338
759,2,655,1,0,0,1,2013,10,29,5320.2734
1036,4,450,1,0,0,0,2014,12,11,4672.8643
60,3,637,1,0,0,1,2015,7,22,6128.3755
364,1,0,0,0,1,0,2014,6,9,0.0
333,4,1593,1,1,0,0,2014,10,2,12019.206
726,4,1262,1,1,0,0,2014,2,6,10694.945
553,3,688,1,1,0,1,2013,7,31,7101.4297
615,1,1624,1,1,0,1,2013,7,15,13077.958
237,7,0,0,0,0,0,2013,12,8,0.0
512,3,1311,1,0,0,1,2015,4,8,8789.89
83,7,0,0,0,0,0,2014,1,12,0.0
1053,3,1200,1,1,0,0,2014,6,18,10092.924
175,4,0,0,0,1,1,2015,5,14,0.0
924,3,475,1,1,0,0,2013,9,11,4892.286
971,7,0,0,0,0,0,2013,5,12,0.0
939,7,0,0,0,0,0,2015,1,18,0.0
886,2,783,1,1,0,0,2014,7,1,7708.1606
282,2,592,1,0,0,0,2014,5,27,5266.7354
519,2,515,1,1,0,0,2014,6,17,5796.2974
270,5,1304,1,1,0,0,2015,7,3,10922.806
33,6,857,1,0,0,0,2014,1,18,6925.0605
589,2,688,1,1,0,0,2014,9,30,6996.3555
500,1,437,1,1,0,1,2015,2,16,5383.0713
128,1,534,1,0,0,0,2014,5,26,4830.4644
576,4,802,1,1,0,0,2015,1,8,7677.8833
257,6,348,1,0,0,0,2013,8,3,3096.1106
59,1,0,0,0,2,1,2013,4,1,0.0
267,7,0,0,0,0,0,2013,3,10,0.0
499,1,704,1,1,0,1,2013,8,26,6976.641
641,1,547,1,0,0,0,2014,2,24,4682.3545
327,1,912,1,0,0,0,2013,11,25,7166.0947
928,4,590,1,1,0,1,2015,7,2,6268.32
113,7,0,0,0,0,0,2015,7,26,0.0
786,3,734,1,1,0,0,2014,12,17,8106.798
1003,6,437,1,0,0,0,2014,8,2,3895.4487
908,4,405,1,1,0,0,2014,7,17,4553.963
452,4,0,0,0,3,1,2014,12,25,0.0
522,2,635,1,1,0,0,2015,5,5,7214.4194
55,6,405,1,0,0,0,2015,1,17,3976.1758
1006,7,0,0,0,0,0,2013,3,3,0.0
1055,7,0,0,0,0,0,2015,3,1,0.0
821,2,917,1,1,0,0,2014,10,7,8473.372
219,3,388,1,0,0,0,2013,7,10,3676.472
525,3,1011,1,1,0,1,2014,4,16,9504.057
189,5,886,1,0,0,1,2013,1,4,7531.042
585,3,852,1,0,0,0,2013,8,21,6318.2275
187,6,601,1,0,0,0,2015,1,31,5677.807
566,4,517,1,1,0,0,2013,6,6,5118.4624
1067,1,453,1,0,0,0,2014,6,23,4231.443
24,1,789,1,0,0,1,2014,10,13,6929.8115
1098,7,0,0,0,0,0,2014,8,24,0.0
960,7,0,0,0,0,1,2013,8,11,0.0
744,7,0,0,0,0,0,2014,1,12,0.0
743,4,418,1,1,0,0,2014,3,20,4702.4395
1077,1,509,1,0,0,0,2014,2,10,4593.977
698,4,1612,1,0,0,0,2013,8,8,11189.276
1023,5,551,1,1,0,0,2014,1,24,5576.5522
119,7,0,0,0,0,0,2013,4,28,0.0
993,7,0,0,0,0,0,2013,11,3,0.0
453,7,432,1,0,0,0,2015,4,5,4432.995
592,1,622,1,1,0,0,2014,5,19,6488.3613
663,6,733,1,0,0,0,2013,11,30,6429.0596
141,3,627,1,0,0,0,2015,5,13,5899.128
842,2,970,1,0,0,0,2014,1,14,7898.6035
375,3,620,1,0,0,0,2014,9,24,5565.9214
793,5,633,1,1,0,0,2014,6,20,6197.707
689,7,0,0,0,0,1,2014,1,5,0.0
411,5,795,1,0,0,0,2013,5,10,7094.691
360,5,780,1,1,0,1,2014,10,24,7519.765
1057,6,669,1,0,0,0,2014,3,8,5470.186
1004,7,0,0,0,0,0,2015,3,1,0.0
776,2,704,1,1,0,0,2013,1,8,6939.568
227,3,519,1,0,0,0,2014,6,11,5024.871
670,6,551,1,0,0,0,2014,1,4,5206.5063
331,3,805,1,1,0,0,2015,6,17,7835.0376
485,1,367,1,0,0,1,2013,8,5,3748.6719
28,2,598,1,1,0,1,2015,7,28,6534.2407
93,4,576,1,0,0,1,2014,1,2,5615.675
382,5,948,1,1,0,0,2014,12,19,10526.284
355,2,1155,1,1,0,0,2014,9,16,9597.556
699,3,962,1,1,0,0,2013,9,11,8591.305
205,5,725,1,0,0,1,2013,7,26,6443.3174
944,4,1076,1,0,0,1,2014,8,14,7464.994
343,3,664,1,0,0,0,2015,6,24,6001.4814
531,5,649,1,0,0,0,2014,10,31,6464.2656
698,7,0,0,0,0,0,2014,4,27,0.0
188,6,457,1,0,0,0,2014,3,8,4290.098
695,4,0,0,0,1,0,2015,5,14,0.0
544,7,0,0,0,0,0,2015,3,15,0.0
493,4,735,1,1,0,1,2013,10,24,6708.7246
825,6,542,1,0,0,0,2013,2,2,5266.48
160,7,0,0,0,0,0,2014,10,5,0.0
294,5,818,1,1,0,1,2013,8,16,7559.774
1068,4,348,1,1,0,0,2013,12,5,4891.689
574,2,525,1,0,0,0,2013,1,29,5395.374
1005,7,0,0,0,0,0,2015,7,19,0.0
746,1,736,1,1,0,0,2015,7,13,8028.348
1104,3,339,1,0,0,0,2013,2,27,3704.8242
1095,3,674,1,1,0,0,2014,1,22,6249.9395
169,4,710,1,1,0,0,2014,1,23,7107.508
601,1,389,1,0,0,0,2013,9,2,4032.4287
943,7,0,0,0,0,0,2013,10,27,0.0
356,2,480,1,1,0,0,2015,7,28,5957.523
789,6,380,1,0,0,0,2013,7,6,2987.561
651,4,816,1,0,0,0,2015,6,25,7108.2617
540,4,375,1,1,0,0,2014,1,23,4611.3877
920,4,512,1,0,0,0,2015,3,12,4979.293
595,4,1589,1,1,0,1,2014,7,17,12335.278
695,7,0,0,0,0,0,2015,4,19,0.0
77,7,0,0,0,0,0,2015,2,15,0.0
212,4,444,1,0,0,1,2013,7,25,4463.0244
1026,4,930,1,0,0,1,2014,8,14,7353.848
293,7,0,0,0,0,0,2014,12,7,0.0
45,1,318,1,0,0,0,2015,1,19,3345.1926
1090,6,399,1,0,0,0,2014,11,29,3630.9543
1059,4,925,1,0,0,1,2013,6,27,7560.768
466,5,797,1,1,0,1,2014,7,18,7557.2227
1097,1,1974,1,0,0,1,2014,8,25,7677.584
995,5,857,1,1,0,0,2013,2,22,8328.374
1028,6,442,1,0,0,0,2015,6,6,4165.775
755,5,905,1,1,0,0,2013,1,25,8703.185
145,4,1209,1,1,0,0,2015,1,29,10253.424
716,5,480,1,1,0,0,2015,5,22,5631.3315
188,2,368,1,0,0,0,2014,10,14,3714.869
1079,4,869,1,1,0,1,2013,8,15,7842.035
304,5,926,1,1,0,1,2013,3,22,7970.7764
39,7,0,0,0,0,0,2014,5,11,0.0
732,4,765,1,0,0,0,2014,6,26,6828.1978
71,4,633,1,0,0,0,2013,3,14,5663.237
73,2,626,1,1,0,1,2015,1,6,6619.8706
854,5,693,1,1,0,0,2014,11,14,6666.1504
571,6,743,1,0,0,0,2014,3,22,7409.1323
12,5,980,1,1,0,0,2015,5,8,8489.967
641,4,625,1,1,0,1,2015,7,30,6957.914
2,5,548,1,0,0,0,2013,10,18,4574.945
273,1,937,1,1,0,0,2013,4,8,8375.142
230,5,933,1,1,0,0,2015,2,20,8588.336
874,1,638,1,1,0,0,2014,6,16,6812.0464
173,7,0,0,0,0,0,2015,2,1,0.0
759,7,0,0,0,0,0,2013,8,25,0.0
789,4,449,1,1,0,0,2013,1,24,4438.329
131,5,455,1,0,0,0,2014,6,27,4438.4253
